"time","value"
0,1
5,0.997924522181146
11,0.995841009580851
11.0001486313499,0.993725061764023
11.000813412722,0.991592089361611
12,0.989446244740822
13,0.987267253323605
13.0001842324145,0.985053880974784
15,0.982822419057399
26,0.980578916673672
30,0.978299758912785
31,0.975988064681175
53,0.973663322636991
53.0004691690607,0.971307686085848
54,0.968939838278074
59,0.966535253786585
60,0.964107730772244
60.0001261273969,0.961669821992049
61,0.959212501766684
62,0.95673871053136
65,0.95425408163033
65.0007870490802,0.951757546145976
79,0.949226275112297
81,0.946684618801274
81.0003793486226,0.944136403143137
88,0.941556808560888
88.0008188850458,0.938959100792975
92,0.936341456638862
93,0.933691479787657
95,0.93099993567053
95.0001269623153,0.928286725999043
107,0.925534400446867
107.000957758789,0.922762144465331
110,0.919968992860309
116,0.917153579370537
118,0.914312884748899
122,0.911413509945965
131,0.908493067467152
132,0.905553692710502
132.000084845422,0.902578291893863
135,0.899584721092527
142,0.896569611556589
144,0.893532099422413
145,0.890469935331244
145.000568266121,0.887387881055615
147,0.884295542463454
153,0.881190592971429
156,0.878061472631369
156.000957431552,0.87490722033614
163,0.871715576224543
163.00055688108,0.868497521153397
163.000798587292,0.865257673632196
166,0.861974122359024
166.000860903261,0.858649926248987
167,0.855319540340812
170,0.851980114594252
175,0.848577768202505
176,0.845139192648911
177,0.84168398718969
179,0.838170517563031
179.000840742493,0.834627691877996
180,0.83105698781014
181,0.827442385088241
181.0007643204,0.823804684752175
182,0.820140301813731
183,0.816465261049275
186,0.812708145598278
189,0.808901362759855
194,0.805048918179334
197,0.801154326793456
199,0.797193457519853
201,0.793205929208446
201.000999227679,0.789212293073041
202,0.785187765144191
207,0.781102646690112
208,0.776983027479932
210,0.772833138888597
212,0.768612899606857
218,0.764343893873365
222,0.759995128006012
223,0.75554004623878
226,0.750961470865242
229,0.746371527145208
230,0.741737983941138
239,0.73699223064309
239.000361827601,0.732202736559016
245,0.727332917168765
246,0.722448724906446
267,0.717476654183002
268,0.712480712785296
269,0.707475046115067
270,0.702402202909096
283,0.697160480710325
284,0.691863063986106
285,0.686478314483192
285.000663996335,0.681069846917989
286,0.675614368975429
288,0.670138217282725
291,0.664587254332228
293,0.658829207062624
301,0.652952519630099
303,0.646932752199444
305,0.64079440225428
306,0.634643490547675
310,0.628430605904759
310.000564179815,0.622164458138502
320,0.615800293337039
329,0.609419845760964
337,0.602916262657374
340,0.596390916637829
345,0.589877168339301
348,0.583345482078191
350,0.576824220886123
351,0.570309819350397
353,0.563733780875695
353.00014007071,0.557141442708832
361,0.550448778668705
363,0.543694487363119
363.000871265365,0.536924004740999
364,0.530081114265964
371,0.523086473133225
371.00070915483,0.516064374259587
387,0.50882383925883
390,0.501489446364356
394,0.494090023406404
426,0.486309678454079
428,0.478502582515898
429,0.47065871809089
433,0.462749063786981
442,0.454864172817766
444,0.446932503628535
450,0.438769892882325
455,0.430576861898887
457,0.422340705198015
460,0.413812032944523
473,0.405192082434968
477,0.39654635295109
519,0.387360822424704
520,0.378080078660097
524,0.368771833858738
524.000315381444,0.359450068453119
533,0.349755161063557
550,0.339753402122283
558,0.329330710640979
567,0.318622738037332
574,0.307802503288029
583,0.296944415510525
613,0.28564244325448
624,0.274211643530468
641,0.262666145652103
643,0.251100829649304
654,0.239468647292568
655,0.227725838813482
687,0.215947256208136
689,0.204162463870154
705,0.192269226064562
707,0.180541010370273
728,0.168651344644278
731,0.156750340244241
735,0.14483623231763
765,0.131898791174511
791,0.118984706827317
814,0.104336433164679
883,0.0838833523026015
