"time","value"
0,0
5,0.00080844389055146
11,0.000814303694924112
11.0002918895204,0.000829799541180797
11.0006088560696,0.000837693905732319
12,0.000847355734256195
13,0.000863482238615484
13.0006791526659,0.000880258315468414
15,0.000890679224068726
26,0.000898769924907991
30,0.000916455583437111
31,0.000933048615254709
53,0.000941902973438749
53.0003594802259,0.000958109308778453
54,0.000966842569762247
59,0.000985740795525273
60,0.000999152367240044
60.000758430538,0.00100749332434716
61,0.00101966600619902
62,0.00103073655909853
65,0.00103955698871929
65.0002667517178,0.00104891130028203
79,0.00106801203909777
81,0.00107698542261729
81.0005362972715,0.00108441394862476
88,0.00110254133568401
88.00009187705,0.00111516514311145
92,0.0011287152693077
93,0.00114779449228084
95,0.00117114918177657
95.0000149177692,0.00118606113180462
107,0.00120882754842146
107.000427964251,0.00122338958231067
110,0.00123854065833429
116,0.00125448419026444
118,0.00127197895873308
122,0.00130475653645262
131,0.00132093016942945
132,0.00133631433055142
132.000853323493,0.00135972248111085
135,0.00137521597585266
142,0.00139246249551698
144,0.00141033153962838
145,0.00142948973114528
145.000487410257,0.00144665610918313
147,0.00145949582495458
153,0.00147359068132531
156,0.00149339968190996
156.000659316733,0.00151393139103907
163,0.00154067360721477
163.000061007951,0.00156246691468194
163.000830938713,0.00159295000749558
166,0.00161326573876169
166.000496585932,0.00164312766301902
167,0.00165626390103805
170,0.00167097678848327
175,0.00171307891669095
176,0.00174233067560085
177,0.00176201331180201
179,0.00180341628346035
179.000957152164,0.00183053610007491
180,0.00185730790557118
181,0.00189292105888443
181.000284407072,0.00191812263109412
182,0.00194562950405104
183,0.00196498262749899
186,0.00202320273488908
189,0.00206490259534725
194,0.00210514828144412
197,0.00214418822787506
199,0.00219738727382403
201,0.0022294057575331
201.000291349188,0.00225036146966207
202,0.00228574686748176
207,0.00233883070579745
208,0.00237788121568769
210,0.00241519557153111
212,0.00247681926447921
218,0.00252693035049399
222,0.00259668029061939
223,0.00268407300942776
226,0.0027840144672472
229,0.00281730259230795
230,0.00287127278000736
239,0.00296956104004387
239.0004915539,0.00302688340346111
245,0.00310897296142534
246,0.00315037413260513
267,0.00324072490722424
268,0.0032910853254956
269,0.00333303568891324
270,0.00341469769877081
283,0.00356810180757819
284,0.00364778698461055
285,0.00375170410613646
285.00083976096,0.00381349219398727
286,0.00389347976623913
288,0.0039564245205686
291,0.00406071862529117
293,0.00426672937988268
301,0.00441302835890975
303,0.00458294050889541
305,0.00473974100457439
306,0.0048183147390477
310,0.00493847392883934
310.000421935797,0.00505540821565775
320,0.00521297348799687
329,0.00530757940854856
337,0.00549585143440587
340,0.00560350262334663
345,0.0056849988919089
348,0.00579477423032318
350,0.00588200578622589
351,0.00597461290674861
353,0.00613399542078613
353.000449535805,0.00625562332418078
361,0.00646283881035664
363,0.00664006794738875
363.000984718672,0.00677801288467922
364,0.00697831602613946
371,0.00726980286587925
371.000186660488,0.00744163034226125
387,0.00782813003207811
390,0.00809533258126538
394,0.00834179820262509
426,0.00896717230241112
428,0.00920707885567407
429,0.00946920875190338
433,0.00977904676699859
442,0.00998773097364902
444,0.0102976301847277
450,0.0108705720790624
455,0.0112012953408355
457,0.0115659193759117
460,0.0123139304502642
473,0.0128105598582491
477,0.0132348350918061
519,0.0145058875682734
520,0.0151459022063943
524,0.0157122239080531
524.000039249604,0.0162878396746219
533,0.0175611366841024
550,0.0188216067483071
558,0.0204256045669955
567,0.0219076437943779
574,0.0231578839787796
583,0.0243499677950607
613,0.0266245529483232
624,0.0283694985404864
641,0.0302603769152889
643,0.0320861843255225
654,0.0342433288619495
655,0.0367873202461968
687,0.0393890009378338
689,0.0422007372357786
705,0.0457748411390214
707,0.0486893622618588
728,0.0534690167655103
731,0.0582915638915242
735,0.0639216191022793
765,0.0768755077568677
791,0.0860927524784554
814,0.111795227203766
883,0.190197636500341
